experimen_no,algorithm,query_strategy,number_of_instances,f1
19,"state=8/foldid=1/ask_ids=['95:1', '149:2', '75:1', '113:2', '106:2', '90:1', '93:1', '74:3', '130:2', '143:3']",cnn-sep,rs,128,0.711315117756599
20,"state=8/foldid=1/ask_ids=['87:4', '116:2', '163:1', '69:2', '54:1', '70:3', '154:1', '118:1', '50:1', '58:2']",cnn-sep,rs,138,0.774368686868687
21,"state=8/foldid=1/ask_ids=['114:2', '84:2', '157:2', '83:2', '49:3', '85:3', '48:3', '65:4', '135:2', '110:2']",cnn-sep,rs,148,0.8721780225758194
22,"state=8/foldid=1/ask_ids=['150:1', '57:3', '144:2', '122:1', '137:1', '124:2', '127:2', '79:3', '86:2', '68:2']",cnn-sep,rs,158,0.7069589308996089
23,"state=8/foldid=1/ask_ids=['136:2', '148:3', '92:1', '131:1', '64:1', '97:3', '151:3', '100:1']",cnn-sep,rs,166,0.7531193078324226
0,"state=8/foldid=2/ask_ids=['162:2', '147:2', '149:2', '131:1', '96:2', '139:2', '165:4', '123:4', '110:3', '153:4']",cnn-sep,lc,58,0.8394491129785246
1,"state=8/foldid=2/ask_ids=['81:3', '144:3', '60:1', '67:1', '158:1', '55:4', '132:2', '53:2', '71:3', '143:3']",cnn-sep,lc,68,0.7362477384216515
2,"state=8/foldid=2/ask_ids=['52:3', '151:4', '159:1', '148:3', '111:4', '156:4', '133:4', '58:3', '120:4', '141:2']",cnn-sep,lc,78,0.7718599033816425
3,"state=8/foldid=2/ask_ids=['65:4', '121:2', '91:2', '84:2', '122:1', '94:2', '79:3', '48:4', '85:4', '106:2']",cnn-sep,lc,88,0.8173900614015464
4,"state=8/foldid=2/ask_ids=['78:1', '54:1', '77:2', '145:1', '160:1', '164:1', '68:2', '83:2', '61:4', '112:2']",cnn-sep,lc,98,0.7747406497406497
5,"state=8/foldid=2/ask_ids=['109:3', '49:3', '157:3', '95:1', '73:3', '66:1', '163:1', '98:2', '63:4', '101:1']",cnn-sep,lc,108,0.7726044563463452
6,"state=8/foldid=2/ask_ids=['72:2', '59:2', '82:4', '135:2', '142:1', '99:2', '136:2', '114:2', '152:2', '51:1']",cnn-sep,lc,118,0.8287183383991894
7,"state=8/foldid=2/ask_ids=['89:3', '56:4', '150:1', '118:1', '117:3', '116:3', '69:2', '74:3', '62:4', '137:1']",cnn-sep,lc,128,0.8044462481962482
8,"state=8/foldid=2/ask_ids=['115:4', '105:4', '70:4', '64:1', '76:1', '57:4', '100:1', '90:2', '87:4', '161:2']",cnn-sep,lc,138,0.7952124183006537
9,"state=8/foldid=2/ask_ids=['86:2', '140:1', '130:2', '50:1', '129:2', '155:2', '113:2', '134:2', '128:3', '92:1']",cnn-sep,lc,148,0.7768631016870453
10,"state=8/foldid=2/ask_ids=['107:2', '104:3', '127:2', '102:2', '126:2', '124:2', '138:2', '146:1', '154:1', '93:2']",cnn-sep,lc,158,0.8295433789954337
11,"state=8/foldid=2/ask_ids=['97:3', '88:3', '103:2', '108:3', '75:1', '119:2', '80:2', '125:4']",cnn-sep,lc,166,0.7986853927271007
12,"state=8/foldid=2/ask_ids=['128:3', '145:1', '59:2', '132:2', '108:3', '56:4', '102:2', '104:3', '155:2', '94:2']",cnn-sep,rs,58,0.8032051282051282
13,"state=8/foldid=2/ask_ids=['141:2', '107:2', '86:2', '100:1', '138:2', '97:3', '80:2', '99:2', '148:3', '162:2']",cnn-sep,rs,68,0.7939997656158444
14,"state=8/foldid=2/ask_ids=['125:4', '140:1', '154:1', '72:2', '133:4', '112:2', '115:4', '131:1', '158:1', '73:3']",cnn-sep,rs,78,0.8085430106247073
15,"state=8/foldid=2/ask_ids=['130:2', '136:2', '129:2', '118:1', '92:1', '116:3', '153:4', '57:4', '161:2', '150:1']",cnn-sep,rs,88,0.7930296756383713
16,"state=8/foldid=2/ask_ids=['49:3', '163:1', '79:3', '85:4', '68:2', '165:4', '110:3', '88:3', '76:1', '69:2']",cnn-sep,rs,98,0.8054367201426024
17,"state=8/foldid=2/ask_ids=['96:2', '106:2', '67:1', '71:3', '124:2', '93:2', '101:1', '64:1', '82:4', '142:1']",cnn-sep,rs,108,0.8393133462282398
18,"state=8/foldid=2/ask_ids=['74:3', '120:4', '62:4', '114:2', '159:1', '156:4', '146:1', '60:1', '160:1', '103:2']",cnn-sep,rs,118,0.7704038762489467
19,"state=8/foldid=2/ask_ids=['65:4', '151:4', '147:2', '52:3', '117:3', '152:2', '123:4', '51:1', '143:3', '70:4']",cnn-sep,rs,128,0.8052900461437046
20,"state=8/foldid=2/ask_ids=['121:2', '109:3', '164:1', '111:4', '149:2', '127:2', '75:1', '50:1', '55:4', '90:2']",cnn-sep,rs,138,0.795
21,"state=8/foldid=2/ask_ids=['84:2', '87:4', '66:1', '119:2', '95:1', '53:2', '98:2', '105:4', '77:2', '137:1']",cnn-sep,rs,148,0.8181413679125349
22,"state=8/foldid=2/ask_ids=['122:1', '58:3', '83:2', '48:4', '63:4', '135:2', '144:3', '78:1', '134:2', '81:3']",cnn-sep,rs,158,0.7717806841046279
23,"state=8/foldid=2/ask_ids=['126:2', '54:1', '139:2', '91:2', '113:2', '61:4', '157:3', '89:3']",cnn-sep,rs,166,0.7695433789954338
0,"state=9/foldid=0/ask_ids=['89:3', '143:3', '73:3', '79:3', '105:4', '72:2', '146:1', '120:4', '86:2', '99:2']",cnn-sep,lc,58,0.7189726877940797
1,"state=9/foldid=0/ask_ids=['130:2', '83:2', '141:2', '52:3', '164:1', '108:3', '65:4', '147:2', '116:3', '50:1']",cnn-sep,lc,68,0.8094006447910962
2,"state=9/foldid=0/ask_ids=['88:3', '118:1', '66:1', '57:4', '68:2', '104:3', '61:4', '153:4', '165:4', '51:1']",cnn-sep,lc,78,0.7792885375494071
3,"state=9/foldid=0/ask_ids=['160:1', '95:1', '139:2', '151:3', '63:4', '78:1', '128:3', '156:4', '154:1', '150:1']",cnn-sep,lc,88,0.8242424242424242
4,"state=9/foldid=0/ask_ids=['67:1', '114:2', '158:1', '98:2', '71:3', '62:4', '111:4', '109:3', '133:4', '148:3']",cnn-sep,lc,98,0.7835165145496826
5,"state=9/foldid=0/ask_ids=['110:3', '103:2', '97:3', '149:2', '82:3', '84:2', '161:3', '155:2', '85:4', '101:2']",cnn-sep,lc,108,0.8061927345463932
6,"state=9/foldid=0/ask_ids=['123:4', '49:3', '48:4', '70:4', '56:4', '91:2', '157:3', '115:4', '135:2', '53:2']",cnn-sep,lc,118,0.7936028437812559
7,"state=9/foldid=0/ask_ids=['87:4', '90:2', '107:2', '69:2', '162:2', '59:2', '77:2', '145:2', '159:1', '138:2']",cnn-sep,lc,128,0.8397749856286442
8,"state=9/foldid=0/ask_ids=['126:2', '129:2', '55:4', '113:2', '102:2', '106:2', '127:2', '119:2', '122:2', '94:2']",cnn-sep,lc,138,0.750656474446797
9,"state=9/foldid=0/ask_ids=['144:3', '100:1', '60:1', '124:2', '92:1', '137:1', '134:2', '76:1', '112:2', '152:2']",cnn-sep,lc,148,0.8327319789787435
10,"state=9/foldid=0/ask_ids=['125:4', '93:2', '121:2', '136:2', '96:2', '142:1', '80:2', '132:2', '131:1', '58:3']",cnn-sep,lc,158,0.8317056126536109
11,"state=9/foldid=0/ask_ids=['163:1', '140:1', '54:1', '64:1', '81:3', '75:1', '74:3', '117:3']",cnn-sep,lc,166,0.6525494527278648
12,"state=9/foldid=0/ask_ids=['70:4', '164:1', '97:3', '51:1', '80:2', '66:1', '143:3', '128:3', '75:1', '93:2']",cnn-sep,rs,58,0.795627761654509
13,"state=9/foldid=0/ask_ids=['146:1', '57:4', '81:3', '84:2', '112:2', '89:3', '139:2', '78:1', '61:4', '68:2']",cnn-sep,rs,68,0.7887448802563279
14,"state=9/foldid=0/ask_ids=['149:2', '140:1', '163:1', '107:2', '115:4', '105:4', '96:2', '50:1', '116:3', '108:3']",cnn-sep,rs,78,0.8362711683644741
15,"state=9/foldid=0/ask_ids=['126:2', '111:4', '62:4', '165:4', '129:2', '59:2', '161:3', '98:2', '145:2', '157:3']",cnn-sep,rs,88,0.8347233360064155
16,"state=9/foldid=0/ask_ids=['134:2', '69:2', '141:2', '118:1', '135:2', '76:1', '150:1', '85:4', '119:2', '71:3']",cnn-sep,rs,98,0.786531789400642
17,"state=9/foldid=0/ask_ids=['155:2', '137:1', '55:4', '95:1', '94:2', '153:4', '72:2', '117:3', '148:3', '142:1']",cnn-sep,rs,108,0.8272615688538818
18,"state=9/foldid=0/ask_ids=['120:4', '92:1', '136:2', '83:2', '103:2', '154:1', '132:2', '122:2', '58:3', '56:4']",cnn-sep,rs,118,0.8214646464646465
19,"state=9/foldid=0/ask_ids=['65:4', '87:4', '147:2', '144:3', '156:4', '88:3', '152:2', '127:2', '48:4', '52:3']",cnn-sep,rs,128,0.8232071568027509
20,"state=9/foldid=0/ask_ids=['86:2', '133:4', '151:3', '49:3', '159:1', '67:1', '101:2', '74:3', '73:3', '114:2']",cnn-sep,rs,138,0.8017670041822583
21,"state=9/foldid=0/ask_ids=['99:2', '160:1', '64:1', '125:4', '91:2', '63:4', '104:3', '162:2', '90:2', '77:2']",cnn-sep,rs,148,0.7976635386471453
22,"state=9/foldid=0/ask_ids=['109:3', '110:3', '124:2', '123:4', '113:2', '100:1', '82:3', '102:2', '138:2', '130:2']",cnn-sep,rs,158,0.8347233360064155
23,"state=9/foldid=0/ask_ids=['60:1', '53:2', '79:3', '54:1', '121:2', '106:2', '131:1', '158:1']",cnn-sep,rs,166,0.798853640391753
0,"state=9/foldid=1/ask_ids=['52:3', '58:3', '130:2', '125:4', '49:3', '79:3', '145:1', '113:3', '148:3', '96:3']",cnn-sep,lc,58,0.759290226681531
1,"state=9/foldid=1/ask_ids=['165:4', '61:4', '164:1', '56:4', '140:1', '98:2', '154:1', '111:4', '151:3', '132:2']",cnn-sep,lc,68,0.7111624717881324
2,"state=9/foldid=1/ask_ids=['109:3', '116:3', '82:3', '91:2', '85:3', '104:3', '121:2', '81:3', '135:3', '63:4']",cnn-sep,lc,78,0.7262262262262261
3,"state=9/foldid=1/ask_ids=['134:2', '75:1', '146:1', '77:2', '149:2', '76:1', '54:1', '94:2', '123:4', '128:3']",cnn-sep,lc,88,0.6726307189542484
4,"state=9/foldid=1/ask_ids=['89:3', '57:3', '144:3', '50:1', '100:1', '102:2', '101:1', '137:1', '160:1', '156:4']",cnn-sep,lc,98,0.675
5,"state=9/foldid=1/ask_ids=['139:2', '161:3', '74:3', '120:4', '66:1', '150:1', '108:3', '62:4', '65:4', '141:2']",cnn-sep,lc,108,0.7029253210718249
6,"state=9/foldid=1/ask_ids=['115:4', '162:2', '51:1', '133:4', '158:1', '64:1', '126:2', '95:1', '153:4', '48:4']",cnn-sep,lc,118,0.7444485352005705
7,"state=9/foldid=1/ask_ids=['67:1', '159:1', '70:4', '155:2', '119:2', '142:1', '105:4', '122:1', '129:2', '72:2']",cnn-sep,lc,128,0.7185165534804754
8,"state=9/foldid=1/ask_ids=['88:3', '55:3', '97:3', '117:3', '147:2', '143:3', '163:1', '136:2', '118:1', '73:3']",cnn-sep,lc,138,0.7628453587755913
9,"state=9/foldid=1/ask_ids=['84:2', '127:2', '53:2', '99:2', '103:2', '83:2', '90:2', '124:2', '138:2', '152:2']",cnn-sep,lc,148,0.7678817875626387
10,"state=9/foldid=1/ask_ids=['71:3', '68:2', '106:2', '157:3', '78:1', '114:2', '60:1', '93:2', '112:2', '110:3']",cnn-sep,lc,158,0.7679606442180721
11,"state=9/foldid=1/ask_ids=['107:2', '86:2', '59:2', '69:2', '92:1', '80:3', '131:1', '87:4']",cnn-sep,lc,166,0.7735798005363222
12,"state=9/foldid=1/ask_ids=['135:3', '142:1', '148:3', '103:2', '149:2', '66:1', '52:3', '138:2', '59:2', '83:2']",cnn-sep,rs,58,0.7357246952835188
13,"state=9/foldid=1/ask_ids=['136:2', '50:1', '87:4', '65:4', '96:3', '106:2', '104:3', '120:4', '82:3', '77:2']",cnn-sep,rs,68,0.7263492063492064
14,"state=9/foldid=1/ask_ids=['131:1', '105:4', '137:1', '133:4', '122:1', '154:1', '49:3', '160:1', '100:1', '117:3']",cnn-sep,rs,78,0.7743055555555556
15,"state=9/foldid=1/ask_ids=['75:1', '126:2', '156:4', '92:1', '146:1', '116:3', '67:1', '90:2', '125:4', '121:2']",cnn-sep,rs,88,0.713944878650761
16,"state=9/foldid=1/ask_ids=['159:1', '164:1', '155:2', '130:2', '89:3', '64:1', '124:2', '69:2', '109:3', '63:4']",cnn-sep,rs,98,0.6474723393850481
17,"state=9/foldid=1/ask_ids=['85:3', '143:3', '165:4', '107:2', '71:3', '158:1', '147:2', '79:3', '53:2', '58:3']",cnn-sep,rs,108,0.7124006833309159
18,"state=9/foldid=1/ask_ids=['55:3', '80:3', '99:2', '62:4', '157:3', '163:1', '134:2', '61:4', '88:3', '101:1']",cnn-sep,rs,118,0.7837301587301587
19,"state=9/foldid=1/ask_ids=['108:3', '129:2', '128:3', '51:1', '115:4', '153:4', '140:1', '112:2', '48:4', '151:3']",cnn-sep,rs,128,0.6973365807668134
20,"state=9/foldid=1/ask_ids=['150:1', '81:3', '113:3', '123:4', '84:2', '161:3', '78:1', '57:3', '102:2', '93:2']",cnn-sep,rs,138,0.7853505679592635
21,"state=9/foldid=1/ask_ids=['95:1', '97:3', '56:4', '91:2', '162:2', '132:2', '145:1', '141:2', '118:1', '60:1']",cnn-sep,rs,148,0.7241407867494825
22,"state=9/foldid=1/ask_ids=['110:3', '68:2', '144:3', '76:1', '72:2', '114:2', '152:2', '94:2', '119:2', '70:4']",cnn-sep,rs,158,0.6785308618705608
23,"state=9/foldid=1/ask_ids=['86:2', '111:4', '98:2', '73:3', '54:1', '74:3', '127:2', '139:2']",cnn-sep,rs,166,0.7265217391304348
0,"state=9/foldid=2/ask_ids=['128:3', '164:1', '117:3', '127:2', '95:1', '75:1', '132:2', '161:2', '94:2', '99:2']",cnn-sep,lc,58,0.7399175579322638
1,"state=9/foldid=2/ask_ids=['61:4', '51:1', '158:1', '125:4', '134:1', '83:2', '111:4', '93:1', '56:4', '153:4']",cnn-sep,lc,68,0.7770498546776271
2,"state=9/foldid=2/ask_ids=['124:2', '131:1', '90:1', '97:3', '88:3', '55:3', '151:3', '144:3', '122:1', '156:4']",cnn-sep,lc,78,0.7217929365535748
3,"state=9/foldid=2/ask_ids=['160:1', '101:1', '98:1', '57:3', '129:1', '109:3', '159:1', '64:1', '133:4', '115:4']",cnn-sep,lc,88,0.7981102100102886
4,"state=9/foldid=2/ask_ids=['80:2', '54:1', '78:1', '139:2', '87:4', '163:1', '149:2', '123:4', '145:1', '85:3']",cnn-sep,lc,98,0.8170141262246525
5,"state=9/foldid=2/ask_ids=['116:3', '70:4', '108:2', '73:2', '114:2', '65:4', '48:4', '155:2', '52:3', '120:4']",cnn-sep,lc,108,0.8188075856063828
6,"state=9/foldid=2/ask_ids=['165:4', '143:3', '50:1', '142:1', '62:4', '130:2', '154:1', '104:3', '86:2', '92:1']",cnn-sep,lc,118,0.7881944444444444
7,"state=9/foldid=2/ask_ids=['79:3', '58:3', '63:3', '89:3', '81:3', '162:2', '140:1', '150:1', '136:2', '49:3']",cnn-sep,lc,128,0.801984126984127
8,"state=9/foldid=2/ask_ids=['138:2', '105:4', '118:1', '107:2', '100:1', '121:2', '77:2', '66:1', '91:2', '112:2']",cnn-sep,lc,138,0.8570230998509687
9,"state=9/foldid=2/ask_ids=['76:1', '147:2', '135:2', '106:2', '72:2', '119:2', '103:2', '152:2', '141:2', '157:2']",cnn-sep,lc,148,0.7779461917392951
10,"state=9/foldid=2/ask_ids=['68:2', '96:2', '59:2', '146:1', '113:2', '110:2', '126:2', '53:2', '60:1', '102:2']",cnn-sep,lc,158,0.7107553830813593
11,"state=9/foldid=2/ask_ids=['137:1', '67:1', '74:3', '69:2', '71:2', '84:2', '148:3', '82:3']",cnn-sep,lc,166,0.8056034758162418
12,"state=9/foldid=2/ask_ids=['108:2', '76:1', '57:3', '79:3', '59:2', '135:2', '109:3', '159:1', '128:3', '95:1']",cnn-sep,rs,58,0.6662646253584458
13,"state=9/foldid=2/ask_ids=['52:3', '98:1', '121:2', '61:4', '158:1', '99:2', '141:2', '60:1', '63:3', '162:2']",cnn-sep,rs,68,0.6663252870149421
14,"state=9/foldid=2/ask_ids=['67:1', '51:1', '125:4', '74:3', '138:2', '54:1', '94:2', '165:4', '70:4', '85:3']",cnn-sep,rs,78,0.7918617614269788
15,"state=9/foldid=2/ask_ids=['58:3', '97:3', '77:2', '149:2', '137:1', '152:2', '107:2', '143:3', '155:2', '151:3']",cnn-sep,rs,88,0.7441590877773184
16,"state=9/foldid=2/ask_ids=['157:2', '161:2', '147:2', '163:1', '110:2', '136:2', '93:1', '84:2', '154:1', '164:1']",cnn-sep,rs,98,0.8058352402745995
17,"state=9/foldid=2/ask_ids=['127:2', '73:2', '139:2', '116:3', '140:1', '105:4', '113:2', '102:2', '153:4', '64:1']",cnn-sep,rs,108,0.788118068544032
18,"state=9/foldid=2/ask_ids=['115:4', '90:1', '142:1', '91:2', '65:4', '114:2', '120:4', '103:2', '119:2', '129:1']",cnn-sep,rs,118,0.7639320264459307
19,"state=9/foldid=2/ask_ids=['80:2', '111:4', '82:3', '126:2', '66:1', '86:2', '72:2', '118:1', '89:3', '68:2']",cnn-sep,rs,128,0.6039400194269063
20,"state=9/foldid=2/ask_ids=['50:1', '101:1', '117:3', '132:2', '62:4', '104:3', '56:4', '145:1', '78:1', '87:4']",cnn-sep,rs,138,0.7410873440285205
21,"state=9/foldid=2/ask_ids=['69:2', '124:2', '131:1', '122:1', '49:3', '112:2', '53:2', '133:4', '75:1', '123:4']",cnn-sep,rs,148,0.779663185913186
22,"state=9/foldid=2/ask_ids=['148:3', '134:1', '88:3', '156:4', '130:2', '55:3', '160:1', '150:1', '106:2', '96:2']",cnn-sep,rs,158,0.8455530572884893
23,"state=9/foldid=2/ask_ids=['92:1', '100:1', '83:2', '144:3', '81:3', '48:4', '71:2', '146:1']",cnn-sep,rs,166,0.7876091744512796
